,category,title,instructor,price,numofstudents,numoflectures,rating,review,urls
736,웹 개발,"파이썬 웹 개발(Flask, SQLAlchemy 이용)",최광성,44000,94명,총 39개 수업 / 총 3시간 52분,4.2,"""수업내용자체는 아주좋고 단계적인데 멘토님의 말씀이 조금 답답한느낌이있는거같아요. 설명멘트를 조금더 다듬으셔서 한번에 막힘없이 말씀해주시면 더 완벽한강의가될거같습니다""DELIMITER111 ""예제는 간단했지만, ORM을 공부하기에는 충분한 강좌라고 생각됩니다. 차후에 기존 테이블들을 ORM으로 분석 및 구현하는 강좌가 있었으면 더 좋겠습니다. 잘 배우고 갑니다.""DELIMITER111 ""천천히 설명해주셔서 어려웠던 플라스크를 도전해볼 수 있었습니다!""DELIMITER111 ""어느정도 flask가 어떤 방식으로 돌아가는지 아주 기초적 개념이 있다면, 강의를 듣는 데에 전혀 어려움이 없을 것입니다. 짧게 flask 개념을 익히고, 기초적 구동 방법을 익히는 데에 적합한 강의라고 생각합니다.  원테이크 수업으로 중간에 오류가 나고 그것을 수정하는 과정까지 강의에 담겨져 있다는 점 때문에 별 하나는 빼겠습니다. 그래도 전반적으로는 매우 만족스러웠습니다, 감사합니다!""DELIMITER111 ""다른 것에 영향없이 핵심적인 부분이라 이해하기  좋았습니다.   다만 준비과정이 좀 매끄럽지 못한거 같습니다.""",https://www.inflearn.com/course/파이썬-웹개발-플라스크
737,프로그래밍 언어,윤재성의 Google 공식 언어 Kotlin 프로그래밍 시작하기,소프트캠퍼스,30800,344명,총 47개 수업 / 총 11시간 54분,4.6,"""정말 최악의 강의. 개념에 대한 예시나 이 개념이 왜 중요한지에 대한 일절 언급이 없고 그냥 나열식 강의. 다른 강의를 들으면 신세계가 펼쳐짐. 정말 정말 듣지마세요 진심입니다. 진짜 너무하시네요 돈이 너무 아까워요 진심으로 진짜 제발""DELIMITER111 ""해당 강의를 빗대어 설명해 보겠습니다.  봉지 라면이 먹고 싶어 집 앞 1분 거리에 있는 편의점을 가려고 한다. 샤워를 하고... 머리에 왁스도 바르고... 정장을 입고... 넥타이까지 한 다음 집 앞으로 걸어 나간다. 카드를 깜빡하고 가져오지 않아 다시 집에 갔다온다. 그리고 교통카드를 깜빡하고 가져오지 않아 다시 집에 갔다온다. 걸어서 1분거리이지만 집앞에서 버스를 탄다. 20~30분 걸려 집 앞 편의점에 도착한다. 내가 가장 좋아하는 봉지라면을 사고, 다시 버스타고 집에 오니 2시간이 걸렸다. 라면을 끓이기 위해 냄비가 있는 찬장을 열었더니 오늘 사온 라면 봉지가 가득하다. 하...5분이면 끓여먹을 라면이 두시간이나 걸렸네...?  println(""-----------------------------------"") ""음~ 힘들게 끓인 라면이지만 맛은 있다.""""DELIMITER111 ""항상 좋은 강의 듣고 있습니다. 다른분 강의평이 좋지 않아서 걱정했지만, 자바에 어느 정도 선행학습이 있다보니 좋았던 것 같습니다. let, run, also 등등 scope function에 대해서도 설명이 있었으면 좋았을텐데 이 점만 아쉽습니다~~^^""DELIMITER111 ""코틀린 문법의 전반적인 파악이 되어 좋았습니다.""DELIMITER111 ""이렇게 완벽한 강의를 해놓다니...미쳤습니까? 휴먼? 자바를 선행하고 들으면 더 좋겠지만 굳이 자바를 안하고 듣고 싶다면 들어도 괜찮을 수준의 강의입니다. 하지만, 둘 다 해본 입장에선 자바를 하고 이걸 하는게 더 좋아보이네요""",https://www.inflearn.com/course/구글-공식-코틀린-시작하기
738,인공지능,머신러닝 처음 시작하기 (기초 원리 + 초급 실습),유용한IT학습,0,28678명,총 19개 수업 / 총 4시간 18분,4.5,"""좋은 강의입ㄴㅣ다""DELIMITER111 ""머신러닝의 용어와 대략적인 개념을 잡는데는 도움이 되지만, 수학적 지식이 필요합니다. 개인적으로는 고등학교 2학년 정도 이상의 수학적 지식이 있는 사람에게 추천합니다.""DELIMITER111 ""자막이 있으면 더 좋을것 같아요.""DELIMITER111 ""감사합니다""DELIMITER111 ""머신러닝에 기초에 대해 알게되는 좋은 수업이에요.""",https://www.inflearn.com/course/머신러닝-처음-시작하기
739,모바일 앱 개발,Flutter + Firebase로 넷플릭스 UI 클론 코딩하기 [무작정 플러터],권태뽕,39600,3658명,총 13개 수업 / 총 1시간 25분,4.8,"""빠르게 플러터를 알 수 있어서 좋았습니다.""DELIMITER111 ""잘 배우고 갑니다!""DELIMITER111 ""대충 보았는데 실습하기에 아주 좋은 강의 같아보여 공부해보기로 했습니다 건강하게 군생활하시기 바랍니다""DELIMITER111 ""따라하면서 먼가 알아가는 느낌이라 좋습니다. 굳이 개념설명없이 만들어가는 과정이 깔끔하네요.""DELIMITER111 ""강의의 완성도는 높은것 같습니다.  그렇지만 위젯에 대한 선학습이 없이는 어렵게 느껴지는 것 같습니다.""",https://www.inflearn.com/course/flutter-netflix-clone-app
740,웹 개발,부트스트랩(BOOTSTRAP)을 활용한 반응형 웹페이지 만들기,유용한IT학습,11000,48342명,총 23개 수업 / 총 16시간 35분,4.8,"""부트 스트랩의 첫 시작을 헤매고 있었는데요. 도움이 많이 되었습니다. 고맙습니다.""DELIMITER111 ""재밌게 들었습니다""DELIMITER111 ""부트스트랩을 한번 쭉 정리할수 있어서 좋아요. html css는 기본적으로 조금은 아셔야 수강하기 편하실것 같습니다""DELIMITER111 ""초보자들에게 좋은 강의인 것 같아요.""DELIMITER111 ""초반 5강의정도까지 집중해서 들으시고 나머지 부분은 메뉴얼 보듯이 공부하시면 금방 완강하실거에요""",https://www.inflearn.com/course/rwd-bootstrap
741,모바일 앱 개발,나도 만들어본다 AI 앱 (tensorflow2.0 + android),개복치개발자,82500,53명,총 10개 수업 / 총 1시간 17분,2.0,"""파이참에서 안드로이드 실행시키는 부분 설명이 너무 빈약함""DELIMITER111 ""강의 소개에 나온대로 간단한 이론과 실습을 통해 텐서플로우 기반의 머신러닝을 배울수 있네요.. 텐서플로우 라이트를 이용해서 안드로이드 앱을 만들어보는게 흥미로웠는데, 앱 만들기 부분이 마지막에 잠깐 언급되고 끝나버려서 좀 아쉽네요. 제목을 봐서는 앱 만들기 관련 내용을 많이 기대했는데...""DELIMITER111 ""이 가격에 많은 걸 기대한 건 아니지만 뭐지 뭘까라는 말이 대부분이고 혼자 풀고 끝...초보자들 그냥 따라하라는?이해 없이? 강의소개에 쉽게 알려준다? 그냥 구글링해서 예제파일 받아서 해보는 거랑 다를게 없네요""DELIMITER111 ""충분히 아무것도 모르는 분들에게는 추천드립니다. 강의 시작 4강까지는 정말 훌륭 하였습니다만.. 5강부터는 잃어버린 두서와 얼버무리는듯한 느낌이 들었습니다. 특히 실습 진행 할때요.. 그것만 뺴면 정말 좋은 강의였던 것 같습니다.""",https://www.inflearn.com/course/tensorflow-android-mobile-ai-app
742,인공지능,[PyTorch] 쉽고 빠르게 배우는 딥러닝,코코,38500,201명,총 43개 수업 / 총 11시간 41분,3.8,"""친절히 잘 가르쳐주셔서 감사합니다 ㅎㅎㅎ 많은 도움이 되었네요 ㅎㅎ""DELIMITER111 ""....죄송해요. 저는 돈이 아깝네요..""DELIMITER111 ""질 좋은 강의 감사합니다 !   딥러닝에 관한 기초적인 지식을 쌓고, 딥러닝 관련 분야가 어떤 것들이 있는지 이해하는데 도움이 됬습니다.  강의 업데이트 해주시는 것도 좋구요. 아직 어렵긴 하지만, 조금 더 공부해 보도록 하겠습니다.""DELIMITER111 """"쉽고 빠른""이라는 수식어를 달고 있지만, 강의 내용을 곰곰히 따져 보면 쉽지는 않습니다. 딥러닝은 이런 것이다라고 훑어보는 강의는 아닙니다. 대신 조금이라도 더 빠짐없이 정보를 제공하고자 노력한 흔적이 곳곳에서 보이는 강의입니다. 준비하신 코코님의 노력에 감사를 드립니다.""DELIMITER111 ""어렵지만 강의 잘 들었습니다.~~""",https://www.inflearn.com/course/PyTorch-딥러닝
743,프로그래밍 언어,Sigil(시길)을 이용하여 전자책 만들기,유용한IT학습,33000,35945명,총 22개 수업 / 총 11시간 27분,4.5,"""좋았습니다""DELIMITER111 ""평소 자주 쓰던 파일 형식인 이펍이 어떻게 만들어지는지 알 수 있었던 강의였습니다. 우선 글을 쓰고 다시 강의를 봐야할 것 같아요.""DELIMITER111 ""시길 강의 찾고있었는데, 마침 있어서 들었습니다. 웹 관련 지식이 있다면 이해하기 한결 수월합니다.""DELIMITER111 ""책을 만들었어요""DELIMITER111 ""차근차근 설명해주시고 놓치거나 할때를 대비해서 강의자료도 잘 만들어주셔서 너무 보기쉽고 좋은 강의였습니다.그런데 마지막에 사진 외각선따는거 진짜 잘하시네요...옷주름 진짜 잘따셔서 놀랐어요....""",https://www.inflearn.com/course/시길-전자책
744,인공지능,"[텐서플로2] 파이썬 딥러닝 완전정복 - GAN, BERT, RNN, CNN 최신기법",노마드크리에이터,0,307명,총 21개 수업 / 총 3시간 45분,3.6,"""환불요청드립니다....""DELIMITER111 ""말하는 도중에 끊기기도 하고, 강의 자료를 확대해서 보여줄 때 화면에 다 보이지 않아요. 이전 강의를 자꾸 언급하기도 하고요. 환불 하고싶네요..""DELIMITER111 ""실용적 코드가 없어서 좀 아쉬워요""DELIMITER111 ""딥러닝에 대한 제대로 된 최신 교재를 찾기 힘들었는데 최신 기법을 알기 쉽게 잘 설명해 주셔서 감사합니다. 강사님 목소리가 낭랑하셔서 수강하기 수월해요. 적극 추천합니다~""DELIMITER111 ""실습 소스좀 최신화 해줬으면 좋겠습니다""",https://www.inflearn.com/course/텐서플로-파이썬딥러닝-gan-bert-rnn-cnn
745,데이터 분석,MATLAB처럼 쓰는 PYTHON,박범진,11000,484명,총 9개 36분 / 36분,4.8,"""굿굿입니다, 마지막 텍스트 파일 처리에서 data=pd.read..이 부분이 unicode 에러가 나네용""DELIMITER111 ""저도 같은 해양수치 분야에서 석사과정을 마친 한양대학교 학생입니다.  짧은 시간에 필요한 부분을 쉽게 가르쳐 주셔서 정말 많은 도움을 받았습니다.  정말 감사합니다.""DELIMITER111 ""어차피 랩실마다 제공하는 아니면 사용하는 라이브러리에 따라 사용법이 다 다른데.  이 강의를 배움으로써 거기에 맞게 저를 쉽게 맞출 수 있었습니다. 감사합니다.""DELIMITER111 ""강의 만드느라 수고하셨어요~""DELIMITER111 ""제가 필요했던 내용입니다. 좋은 강의입니다.""",https://www.inflearn.com/course/matlab-python-data-analysis
746,모바일 앱 개발,안드로이드 루팅(Rooting) 탐지와 우회,개복치개발자,0,37명,총 7개 38분 / 38분,0.0,,https://www.inflearn.com/course/안드로이드-루팅-탐지-우회
747,인공지능,자바 머신러닝 weka(웨카) 초급,자바라머신러닝,0,1293명,총 23개 수업 / 총 4시간 45분,5.0,"""자바로도 머신러닝을 할 수 있다는 것을 알게 된 좋은 강좌였습니다. 다음 강좌도 기대하겠습니다.""DELIMITER111 ""웨카에 대해 많이 배웠습니다. 감사합니다 :)""DELIMITER111 ""좋은 강의 감사합니다""DELIMITER111 ""강의 좋습니다. 잘 들었어요""DELIMITER111 ""Java Machine Learning 은 어딨나 했더니 여기 있었군요. 강의 잘 들었습니다.""",https://www.inflearn.com/course/자바-머신러닝-weka
748,웹 개발,"코알못도 누구나 쉽게 따라하는 웹, 앱 만들기 (기초부터 실전 활용까지)",조코딩,55000,2046명,총 12개 수업 / 수업,4.9,"""와 좋은 강좌네요. 긴터널을 건너온 느낌이랄까? HTML 에서 CSS JS APP 까지. 재미있고 유익했습니다. 감사합니다. ^^""DELIMITER111 ""쉬운 설명으로 이해가 잘 됩니다.""DELIMITER111 ""웹에 관한 기본적인 개념을 이해하는데 큰 도움이 되었습니다. 고맙습니다!""DELIMITER111 ""수고하셨습니다""DELIMITER111 ""좋은 강의 감사합니다""",https://www.inflearn.com/course/웹-앱-조코딩
749,게임 개발,Unity 입문자를 위한 C프로그래밍 기초,SW School,0,40명,총 14개 수업 / 총 5시간 20분,0.0,,https://www.inflearn.com/course/유니티-프로그래밍-C언어-기초
750,블록체인 개발,판테온과 도커로 블록체인 이더리움 구축하기,coldmind,0,548명,총 7개 44분 / 44분,4.5,"""좋은 강의 감사합니다.""DELIMITER111 ""네트워크를 이해하는 데 큰 도움이 되었습니다.  다만 환경이나 설정파일을 제공해주면 더 도움이 될 것 같습니다.""DELIMITER111 ""흥미로운 내용이네요..""DELIMITER111 ""좋은 강의 감사합니다.""DELIMITER111 ""어려네요 ~""",https://www.inflearn.com/course/블록체인-판테온-도커-이더리움
751,프레임워크 및 라이브러리,Shiny 그리고 시각화 R Go! 하자!,이수화,0,889명,총 6개 47분 / 47분,4.8,"""강사가 강의만 하는 것이 아니라 실습도 같이 할 수 있어야 효과가 있을거 같습니다. 너무 빨리 지나가버리니까 코드 구현도 힘들어요.""DELIMITER111 ""Shiny 개념잡는데 많은 도움이 되네요 감사합니다~""DELIMITER111 ""좋은 강의였습니다. 감사합니다.""DELIMITER111 ""좋은 강좌 감사합니다. 정확한 목표와 설정 그리고 과정별 설명이 너무 좋습니다.""DELIMITER111 ""수업 잘 들었습니다. 고생하셨습니다.""",https://www.inflearn.com/course/r-shiny-시각화-이재화
752,모바일 앱 개발,SwiftUI 개념 익히기,Hohyeon Moon,11000,1685명,총 16개 수업 / 수업,4.8,"""SwiftUI 내용은 아직 레퍼런스가 많이 없는데 깔끔히 정리해줘서 너무 좋아요. 남은 강좌도 기대할게요!""DELIMITER111 ""그으우웃!""DELIMITER111 ""훌륭한 강좌입니다""DELIMITER111 ""감사합니다!""DELIMITER111 ""짧고 굵은 강의 감사합니다 ^^""",https://www.inflearn.com/course/SwiftUI-개념-iOS
753,모바일 앱 개발,코딩의민족 앱 제작 (Android kotlin),개복치개발자,0,283명,총 22개 수업 / 총 3시간 20분,4.1,"""감사합니다~""DELIMITER111 ""너무 좋은 강의였습니다.  ""하"" 편도 기다겠습니다.""DELIMITER111 ""설명은 거의 없고 코딩하는거 구경하는 느낌입니다. 백기선님이나 김영한님도 철저한 준비는 안하셔도 중간중간 한마디 한마디 주어담을게 많은데.. 정말 타이핑하는거 구경하는 느낌이네요.. 설명은 프레그먼트가 있습니다. 어댑터를 연결해줘야겠죠? 이게 무슨 강의인가요? 강의는 모르는 사람을 알게끔 만들어주는것이고, 본인이 지금 어떤 코딩을 하는지 혼자 중얼거리는건 독백이에요.. 강의료가 싸다고해도 너무한거 아닌가 싶네요..강사님 본인은 다른 강의는 들어보셨나 싶네요...  참고 끝까지 들어보려고하다가 너무 화나네요...""DELIMITER111 ""빠르고 효율적인 내용 잘봤습니다.""DELIMITER111 ""진심 별로 우리 교수님도 이렇게 대충 가르치는건 아닌데 레알별로""",https://www.inflearn.com/course/안드로이드-코틀린-앱만들기-코딩의민족
754,웹 개발,만들면서 배우는 HTML/CSS,수코딩,55000,2680명,총 7개 수업 / 총 1시간 56분,4.9,"""the best of the best""DELIMITER111 ""짧은 강의임에도 불구하고 핵심적인 내용만 있습니다. 매우 추천 !!""DELIMITER111 ""꿀팁이 가득한 강의 너무 잘 들었습니다. 감사합니다 ^^!!""DELIMITER111 ""수업 내용이 굉장히 알찼습니다 감사합니다!""DELIMITER111 ""짧은 강의 안에서 하나의 포트폴리오 페이지를 만들 수 있다는 것, 그리고 그안에서 배우는 실전적인 기술 및 라이브러리가 매우 도움이 되었습니다.""",https://www.inflearn.com/course/html-css-sucademy
